Code	Type	Name	Area (km 2 )	Population	Regional County Municipality	Region
19070	M	Honfleur	50.99	874	Bellechasse	12
19075	M	Saint-Gervais	87.23	1905	Bellechasse	12
19082	M	Saint-Raphaël	120.06	2329	Bellechasse	12
19090	P	La Durantaye	33.78	757	Bellechasse	12
19097	M	Saint-Charles-de-Bellechasse	94.73	2285	Bellechasse	12
19105	M	Beaumont	45.29	2291	Bellechasse	12
19110	M	Saint-Michel-de-Bellechasse	53.43	1674	Bellechasse	12
19117	M	Saint-Vallier	42.24	1072	Bellechasse	12
25213	V	Lévis	443.65	129521	Not part of a RCM	12
26005	M	Frampton	150.76	1305	La Nouvelle-Beauce	12
26010	P	Saints-Anges	68.61	1076	La Nouvelle-Beauce	12
26015	M	Vallée-Jonction	24.41	1901	La Nouvelle-Beauce	12
26022	M	Saint-Elzéar	85.12	1910	La Nouvelle-Beauce	12
26030	V	Sainte-Marie	106.65	11700	La Nouvelle-Beauce	12
26035	P	Sainte-Marguerite	82.56	1052	La Nouvelle-Beauce	12
26040	P	Sainte-Hénédine	53.06	1198	La Nouvelle-Beauce	12
26048	M	Scott	32.91	1826	La Nouvelle-Beauce	12
26055	M	Saint-Bernard	87.56	2005	La Nouvelle-Beauce	12
26063	M	Saint-Isidore	101.18	2742	La Nouvelle-Beauce	12
26070	P	Saint-Lambert-de-Lauzon	107.32	5383	La Nouvelle-Beauce	12
27008	M	Saint-Victor	120.94	2485	Robert-Cliche	12
27015	M	Saint-Alfred	42.42	446	Robert-Cliche	12
27028	V	Beauceville	167.76	6403	Robert-Cliche	12
27035	P	Saint-Odilon-de-Cranbourne	128.77	1405	Robert-Cliche	12
27043	V	Saint-Joseph-de-Beauce	108.54	4492	Robert-Cliche	12
27050	M	Saint-Joseph-des-Érables	50.01	460	Robert-Cliche	12
27055	P	Saint-Jules	57.08	523	Robert-Cliche	12
27060	VL	Tring-Jonction	25.71	1375	Robert-Cliche	12
27065	P	Saint-Frédéric	71.58	1106	Robert-Cliche	12
27070	P	Saint-Séverin	56.22	258	Robert-Cliche	12
28005	M	Saint-Zacharie	189.7	2029	Les Etchemins	12
28015	M	Sainte-Aurélie	78.52	937	Les Etchemins	12
28020	M	Saint-Prosper	136.95	3765	Les Etchemins	12
28025	M	Saint-Benjamin	110.53	876	Les Etchemins	12
28030	M	Sainte-Rose-de-Watford	112.74	784	Les Etchemins	12
28035	M	Saint-Louis-de-Gonzague	116.36	442	Les Etchemins	12
28040	P	Saint-Cyprien	92.82	582	Les Etchemins	12
28045	M	Sainte-Justine	124.55	1851	Les Etchemins	12
28053	M	Lac-Etchemin	160.57	4037	Les Etchemins	12
28060	M	Saint-Luc-de-Bellechasse	160.03	472	Les Etchemins	12
28065	P	Sainte-Sabine	67.28	405	Les Etchemins	12
28070	P	Saint-Camille-de-Lellis	252.08	899	Les Etchemins	12
28075	M	Saint-Magloire	208.64	724	Les Etchemins	12
29005	M	Saint-Théophile	429.58	801	Beauce-Sartigan	12
29013	M	Saint-Gédéon-de-Beauce	193.45	2430	Beauce-Sartigan	12
29020	P	Saint-Hilaire-de-Dorset	252.52	111	Beauce-Sartigan	12
29025	M	Saint-Évariste-de-Forsyth	111.36	601	Beauce-Sartigan	12
29030	VL	La Guadeloupe	31.67	1754	Beauce-Sartigan	12
29038	M	Saint-Honoré-de-Shenley	136.46	1625	Beauce-Sartigan	12
29045	P	Saint-Martin	119.34	2565	Beauce-Sartigan	12
29050	P	Saint-René	61.53	609	Beauce-Sartigan	12
29057	M	Saint-Côme–Linière	151.24	3284	Beauce-Sartigan	12
29065	M	Saint-Philibert	57.26	384	Beauce-Sartigan	12
29073	V	Saint-Georges	199.51	29562	Beauce-Sartigan	12
29095	VL	Lac-Poulin	1.08	95	Beauce-Sartigan	12
29100	M	Saint-Benoît-Labre	83.92	1617	Beauce-Sartigan	12
29112	M	Saint-Éphrem-de-Beauce	115.35	2651	Beauce-Sartigan	12
29120	P	Notre-Dame-des-Pins	24.6	1070	Beauce-Sartigan	12
29125	M	Saint-Simon-les-Mines	44.8	458	Beauce-Sartigan	12
31008	M	Beaulac-Garthby	76.81	922	Les Appalaches	12
31015	V	Disraeli	6.47	2699	Les Appalaches	12
31020	P	Disraeli	93.88	1019	Les Appalaches	12
31025	P	Saint-Jacques-le-Majeur-de-Wolfestown	59.33	178	Les Appalaches	12
31030	M	Saint-Fortunat	75.52	314	Les Appalaches	12
31035	M	Saint-Julien	82.3	406	Les Appalaches	12
31040	M	Irlande	110.2	1016	Les Appalaches	12
31045	M	Saint-Joseph-de-Coleraine	125.11	1615	Les Appalaches	12
31050	P	Sainte-Praxède	135.68	341	Les Appalaches	12
31056	M	Adstock	289.22	2520	Les Appalaches	12
31060	M	Sainte-Clotilde-de-Beauce	58.68	591	Les Appalaches	12
31084	V	Thetford Mines	224.37	26124	Les Appalaches	12
31095	M	Saint-Adrien-d'Irlande	52.78	398	Les Appalaches	12
31100	M	Saint-Jean-de-Brébeuf	79.68	372	Les Appalaches	12
31105	M	Kinnear's Mills	93.18	354	Les Appalaches	12
31122	M	East Broughton	9.31	2366	Les Appalaches	12
31130	P	Sacré-Cœur-de-Jésus	103.85	546	Les Appalaches	12
31135	M	Saint-Pierre-de-Broughton	147.46	838	Les Appalaches	12
31140	M	Saint-Jacques-de-Leeds	81.83	798	Les Appalaches	12
33007	M	Saint-Sylvestre	143.34	988	Lotbinière	12
33017	M	Sainte-Agathe-de-Lotbinière	169.5	1195	Lotbinière	12
33025	M	Saint-Patrice-de-Beaurivage	86.18	1160	Lotbinière	12
33030	P	Saint-Narcisse-de-Beaurivage	60.83	1002	Lotbinière	12
33035	P	Saint-Gilles	174.74	1884	Lotbinière	12
33040	M	Dosquet	67.26	891	Lotbinière	12
33045	M	Saint-Agapit	65.91	3044	Lotbinière	12
33052	M	Saint-Flavien	67.56	1597	Lotbinière	12
33060	VL	Laurier-Station	12.43	2450	Lotbinière	12
33065	M	Saint-Janvier-de-Joly	109.86	886	Lotbinière	12
33070	M	Val-Alain	103.8	1017	Lotbinière	12
33080	P	Saint-Édouard-de-Lotbinière	98.57	1280	Lotbinière	12
33085	P	Notre-Dame-du-Sacré-Cœur-d'Issoudun	60.81	793	Lotbinière	12
33090	M	Saint-Apollinaire	96.63	4375	Lotbinière	12
33095	M	Saint-Antoine-de-Tilly	60.29	1442	Lotbinière	12
33102	M	Sainte-Croix	69.64	2445	Lotbinière	12
33115	M	Lotbinière	78.47	913	Lotbinière	12
33123	M	Leclercville	135.4	559	Lotbinière	12
